"forecast_date","target","target_end_date","location","type","quantile","value"
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","33","quantile",0.2,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","33","quantile",0.25,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","33","quantile",0.3,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","33","quantile",0.35,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","33","quantile",0.4,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","33","quantile",0.45,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","33","quantile",0.5,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","33","quantile",0.55,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","33","quantile",0.6,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","33","quantile",0.65,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","33","quantile",0.7,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","33","quantile",0.75,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","33","quantile",0.8,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","33","quantile",0.85,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","33","quantile",0.9,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","33","quantile",0.95,0.2125
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","33","quantile",0.975,0.6625
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","33","quantile",0.99,0.92125
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","33","point",NA,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","33","quantile",0.01,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","33","quantile",0.025,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","33","quantile",0.05,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","33","quantile",0.1,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","33","quantile",0.15,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","33","quantile",0.2,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","33","quantile",0.25,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","33","quantile",0.3,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","33","quantile",0.35,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","33","quantile",0.4,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","33","quantile",0.45,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","33","quantile",0.5,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","33","quantile",0.55,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","33","quantile",0.6,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","33","quantile",0.65,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","33","quantile",0.7,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","33","quantile",0.75,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","33","quantile",0.8,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","33","quantile",0.85,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","33","quantile",0.9,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","33","quantile",0.95,0.2125
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","33","quantile",0.975,0.6625
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","33","quantile",0.99,0.92125
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","33","point",NA,0
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","34","quantile",0.01,2.07875
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","34","quantile",0.025,2.3375
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","34","quantile",0.05,2.7875
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","34","quantile",0.1,3
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","34","quantile",0.15,3
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","34","quantile",0.2,3
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","34","quantile",0.25,3
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","34","quantile",0.3,3
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","34","quantile",0.35,3
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","34","quantile",0.4,3
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","34","quantile",0.45,3
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","34","quantile",0.5,3
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","34","quantile",0.55,3
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","34","quantile",0.6,3.0875
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","34","quantile",0.65,3.5125
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","34","quantile",0.7,3.9625
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","34","quantile",0.75,4.4125
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","34","quantile",0.8,4.8625
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","34","quantile",0.85,5.3125
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","34","quantile",0.9,5.7625
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","34","quantile",0.95,6
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","34","quantile",0.975,6
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","34","quantile",0.99,6
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","34","point",NA,3
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","34","quantile",0.01,7
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","34","quantile",0.025,7
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","34","quantile",0.05,7
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","34","quantile",0.1,7
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","34","quantile",0.15,7
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","34","quantile",0.2,7.1375
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","34","quantile",0.25,7.5875
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","34","quantile",0.3,7.9625
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","34","quantile",0.35,8
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","34","quantile",0.4,8
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","34","quantile",0.45,8
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","34","quantile",0.5,8
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","34","quantile",0.55,8
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","34","quantile",0.6,8.0875
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","34","quantile",0.65,8.5125
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","34","quantile",0.7,8.9625
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","34","quantile",0.75,9.4125
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","34","quantile",0.8,9.8625
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","34","quantile",0.85,10
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","34","quantile",0.9,10
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","34","quantile",0.95,10.6375
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","34","quantile",0.975,11.9875
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","34","quantile",0.99,12.76375
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","34","point",NA,8
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","34","quantile",0.01,8.07875
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","34","quantile",0.025,8.3375
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","34","quantile",0.05,8.7875
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","34","quantile",0.1,9.2375
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","34","quantile",0.15,9.6875
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","34","quantile",0.2,10
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","34","quantile",0.25,10
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","34","quantile",0.3,10.15
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","34","quantile",0.35,10.975
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","34","quantile",0.4,11.825
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","34","quantile",0.45,12
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","34","quantile",0.5,12
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","34","quantile",0.55,12
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","34","quantile",0.6,12.0875
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","34","quantile",0.65,12.5125
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","34","quantile",0.7,12.925
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","34","quantile",0.75,13
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","34","quantile",0.8,13
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","34","quantile",0.85,13.625
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","34","quantile",0.9,14.525
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","34","quantile",0.95,15
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","34","quantile",0.975,15
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","34","quantile",0.99,15
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","34","point",NA,10
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","34","quantile",0.01,2
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","34","quantile",0.025,2
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","34","quantile",0.05,2
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","34","quantile",0.1,2
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","34","quantile",0.15,2
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","34","quantile",0.2,2
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","34","quantile",0.25,2
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","34","quantile",0.3,2
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","34","quantile",0.35,2
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","34","quantile",0.4,2.025
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","34","quantile",0.45,2.33125
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","34","quantile",0.5,2.5
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","34","quantile",0.55,2.66875
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","34","quantile",0.6,2.975
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","34","quantile",0.65,3
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","34","quantile",0.7,3
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","34","quantile",0.75,3
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","34","quantile",0.8,3
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","34","quantile",0.85,5.1875
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","34","quantile",0.9,8.3375
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","34","quantile",0.95,10
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","34","quantile",0.975,10
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","34","quantile",0.99,10
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","34","point",NA,3
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","35","quantile",0.01,0
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","35","quantile",0.025,0
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","35","quantile",0.05,0
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","35","quantile",0.1,0
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","35","quantile",0.15,0
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","35","quantile",0.2,0
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","35","quantile",0.25,0
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","35","quantile",0.3,0
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","35","quantile",0.35,0
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","35","quantile",0.4,0
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","35","quantile",0.45,0
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","35","quantile",0.5,0
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","35","quantile",0.55,0
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","35","quantile",0.6,0
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","35","quantile",0.65,0
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","35","quantile",0.7,0.0375
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","35","quantile",0.75,0.4125
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","35","quantile",0.8,0.8625
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","35","quantile",0.85,1
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","35","quantile",0.9,1
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","35","quantile",0.95,1
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","35","quantile",0.975,1
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","35","quantile",0.99,1
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","35","point",NA,0
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","35","quantile",0.01,0
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","35","quantile",0.025,0
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","35","quantile",0.05,0
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","35","quantile",0.1,0
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","35","quantile",0.15,0
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","35","quantile",0.2,0
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","35","quantile",0.25,0
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","35","quantile",0.3,0
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","35","quantile",0.35,0
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","35","quantile",0.4,0
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","35","quantile",0.45,0
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","35","quantile",0.5,0
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","35","quantile",0.55,0
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","35","quantile",0.6,0
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","35","quantile",0.65,0
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","35","quantile",0.7,0
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","35","quantile",0.75,0
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","35","quantile",0.8,0
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","35","quantile",0.85,0.3125
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","35","quantile",0.9,0.7625
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","35","quantile",0.95,1
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","35","quantile",0.975,1
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","35","quantile",0.99,1
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","35","point",NA,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","35","quantile",0.01,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","35","quantile",0.025,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","35","quantile",0.05,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","35","quantile",0.1,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","35","quantile",0.15,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","35","quantile",0.2,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","35","quantile",0.25,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","35","quantile",0.3,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","35","quantile",0.35,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","35","quantile",0.4,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","35","quantile",0.45,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","35","quantile",0.5,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","35","quantile",0.55,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","35","quantile",0.6,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","35","quantile",0.65,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","35","quantile",0.7,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","35","quantile",0.75,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","35","quantile",0.8,0
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","35","quantile",0.85,0.3125
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","35","quantile",0.9,0.7625
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","35","quantile",0.95,1
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","35","quantile",0.975,1
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","35","quantile",0.99,1
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","35","point",NA,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","35","quantile",0.01,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","35","quantile",0.025,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","35","quantile",0.05,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","35","quantile",0.1,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","35","quantile",0.15,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","35","quantile",0.2,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","35","quantile",0.25,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","35","quantile",0.3,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","35","quantile",0.35,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","35","quantile",0.4,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","35","quantile",0.45,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","35","quantile",0.5,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","35","quantile",0.55,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","35","quantile",0.6,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","35","quantile",0.65,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","35","quantile",0.7,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","35","quantile",0.75,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","35","quantile",0.8,0
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","35","quantile",0.85,0.3125
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","35","quantile",0.9,0.7625
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","35","quantile",0.95,1
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","35","quantile",0.975,1
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","35","quantile",0.99,1
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","35","point",NA,0
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","36","quantile",0.01,7
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","36","quantile",0.025,7
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","36","quantile",0.05,7
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","36","quantile",0.1,7.2375
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","36","quantile",0.15,7.6875
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","36","quantile",0.2,8
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","36","quantile",0.25,8
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","36","quantile",0.3,8
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","36","quantile",0.35,8
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","36","quantile",0.4,8
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","36","quantile",0.45,8
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","36","quantile",0.5,8
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","36","quantile",0.55,8
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","36","quantile",0.6,8
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","36","quantile",0.65,8
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","36","quantile",0.7,8
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","36","quantile",0.75,8
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","36","quantile",0.8,8
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","36","quantile",0.85,8.3125
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","36","quantile",0.9,8.7625
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","36","quantile",0.95,10.0625
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","36","quantile",0.975,12.3125
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","36","quantile",0.99,13.60625
2022-01-17,"1 wk ahead inc flu hosp","2022-01-23","36","point",NA,8
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","36","quantile",0.01,3.1575
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","36","quantile",0.025,3.675
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","36","quantile",0.05,4.575
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","36","quantile",0.1,5.2375
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","36","quantile",0.15,5.6875
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","36","quantile",0.2,6
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","36","quantile",0.25,6
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","36","quantile",0.3,6
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","36","quantile",0.35,6
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","36","quantile",0.4,6
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","36","quantile",0.45,6
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","36","quantile",0.5,6
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","36","quantile",0.55,6
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","36","quantile",0.6,6
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","36","quantile",0.65,6
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","36","quantile",0.7,6
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","36","quantile",0.75,6
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","36","quantile",0.8,6
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","36","quantile",0.85,6
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","36","quantile",0.9,6
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","36","quantile",0.95,6.425
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","36","quantile",0.975,7.325
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","36","quantile",0.99,7.8425
2022-01-17,"2 wk ahead inc flu hosp	","2022-01-30","36","point",NA,6
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","36","quantile",0.01,8
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","36","quantile",0.025,8
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","36","quantile",0.05,8
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","36","quantile",0.1,8
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","36","quantile",0.15,8
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","36","quantile",0.2,8
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","36","quantile",0.25,8
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","36","quantile",0.3,8
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","36","quantile",0.35,8
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","36","quantile",0.4,8
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","36","quantile",0.45,8
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","36","quantile",0.5,8
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","36","quantile",0.55,8
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","36","quantile",0.6,8.0875
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","36","quantile",0.65,8.5125
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","36","quantile",0.7,8.9625
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","36","quantile",0.75,9.4125
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","36","quantile",0.8,9.8625
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","36","quantile",0.85,10.3125
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","36","quantile",0.9,10.7625
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","36","quantile",0.95,12.0625
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","36","quantile",0.975,14.3125
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","36","quantile",0.99,15.60625
2022-01-17,"3 wk ahead inc flu hosp	","2022-02-06","36","point",NA,8
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","36","quantile",0.01,5.07875
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","36","quantile",0.025,5.3375
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","36","quantile",0.05,5.7875
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","36","quantile",0.1,6
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","36","quantile",0.15,6
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","36","quantile",0.2,6.1375
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","36","quantile",0.25,6.5875
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","36","quantile",0.3,6.9625
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","36","quantile",0.35,7
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","36","quantile",0.4,7.025
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","36","quantile",0.45,7.33125
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","36","quantile",0.5,7.5
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","36","quantile",0.55,7.66875
2022-01-17,"4 wk ahead inc flu hosp	","2022-02-13","36","quantile",0.6,8.0625
